ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type
GO:0045446	GO:0045446	endothelial cell differentiation	20/1376	121/18903	0.000448681184377484	0.0048692105804602	0.00347334337906254	MYADM/PECAM1/NOTCH1/TNFRSF1A/JAG1/ICAM1/HEY1/RBPJ/MYD88/MSN/RAPGEF3/CEACAM1/COL18A1/KDM6B/ID1/F11R/MESP1/F2RL1/S1PR3/RAPGEF2	20	PPI_node
GO:0044409	GO:0044409	entry into host	24/1376	158/18903	0.000467187308275346	0.00503192345191303	0.00358941099729554	LAMP1/CBL/ICAM1/ITGA5/ANPEP/HSPA1B/FURIN/HSPA1A/GSN/IFITM2/CR1/SELPLG/CLEC5A/CD55/WWP2/AVPR1B/FCN1/TRIM25/LGALS9/TPCN2/HYAL2/F11R/TRIM21/TRIM8	24	PPI_node
GO:0061351	GO:0061351	neural precursor cell proliferation	23/1376	149/18903	0.000481653284030016	0.00517799871949717	0.00369361054979471	GLI1/NOTCH1/SMARCD3/DBN1/LRRK2/CTNNA1/GNAI2/FGF13/GLI3/LYN/FOXO3/RHOA/ARHGEF2/PLXNB2/DISC1/BTG2/NDE1/NUMB/EPHB1/GNG5/SPINT1/SPINT2/RERE	23	PPI_node
GO:1905954	GO:1905954	positive regulation of lipid localization	19/1376	113/18903	0.000495172077191631	0.00526407421578487	0.0037550105961041	ABCG1/LRP1/NR1H2/RXRA/ACSL1/PLIN3/PLIN5/EHD1/CD36/LPCAT3/NFKBIA/SPP1/PRKCD/OSBPL11/AVPR1B/NTSR1/ATP8A2/TNFRSF11A/EEPD1	19	PPI_node
GO:0003177	GO:0003177	pulmonary valve development	7/1376	21/18903	0.00049963592189057	0.00528212884212725	0.00376788946339306	NOTCH1/TNFRSF1A/JAG1/NOTCH2/HEY1/RBPJ/TNFRSF1B	7	PPI_node
GO:0045453	GO:0045453	bone resorption	13/1376	63/18903	0.000515885640297319	0.0054139646866367	0.00386193163924136	RAB7A/SYK/SPP1/CSK/ADAM8/RAB3D/PLEKHM1/TCIRG1/TNFRSF11A/LRRK1/DEF8/EXT1/SNX10	13	PPI_node
GO:0060759	GO:0060759	regulation of response to cytokine stimulus	26/1376	179/18903	0.000561272041293838	0.00579145610126262	0.00413120676792555	NR1H2/TLR4/PTPRC/AGPAT1/TNFRSF1A/FADD/HSPA1B/IL1R1/CASP4/SYK/CCL5/HSPA1A/ADAR/NAIP/LAPTM5/PADI2/PTPN6/IL1RN/SHARPIN/SH2B3/NOL3/IRAK3/MUL1/TICAM2/CD300LF/F2RL1	26	PPI_node
GO:0050804	GO:0050804	modulation of chemical synaptic transmission	52/1376	448/18903	0.000567731458041635	0.00582993056376088	0.00415865167246872	GLUL/PTEN/RAB5A/ARF1/CCR2/DBN1/LRRK2/GNAI2/BAIAP2/GSK3B/PSEN1/SNCA/FLOT1/EGLN1/MME/PPP1R9B/SQSTM1/CYFIP1/PTGS2/DLG4/PACSIN2/ZDHHC12/NCSTN/TYROBP/LILRB2/ADORA2A/P2RX1/ARRB2/PNKD/PPP3R1/PPP3CA/RARA/SLC6A6/PXK/HOMER3/PRKACA/DRD3/MCTP2/MCTP1/STX3/DISC1/NEURL1/EPHB1/NTNG2/TSHZ3/SIPA1L1/LRRC4/LRFN2/KCNB1/RGS14/TPRG1L/RAPGEF2	52	PPI_node
GO:0031346	GO:0031346	positive regulation of cell projection organization	43/1376	352/18903	0.000584639234392884	0.0059673672901897	0.00425668911321881	IGF1R/CDC42/EHD1/MARK4/GRN/RAC2/SCARF1/DBN1/TWF2/CFLAR/BAIAP2/GSK3B/RAC1/LYN/NFE2L2/CYFIP1/DLG4/CORO1C/ARAP1/CAMK1D/NEDD9/PLEKHM1/TIAM2/PLXNB2/CDC42EP1/CDKL5/MARK2/PLXNC1/EFNA5/ATP8A2/ZNF804A/DISC1/CUX1/NDEL1/CDC42EP4/CDC42EP3/PLXNA2/NEURL1/FES/DEF8/TRIM67/F2RL1/RAPGEF2	43	PPI_node
GO:0015695	GO:0015695	organic cation transport	12/1376	56/18903	0.000585281050102376	0.0059673672901897	0.00425668911321881	ACTB/SLC22A4/SLC29A4/SLC22A1/PSEN1/SNCA/ADORA2A/RALBP1/SLC22A18/KCNB1/SEC14L1/SLC44A2	12	PPI_node
GO:0120032	GO:0120032	regulation of plasma membrane bounded cell projection assembly	28/1376	199/18903	0.000591344174541297	0.0060184762346743	0.00429314654528159	CDC42/RAB5A/MARK4/RAC2/ICAM1/ATG3/TWF2/GSK3B/RAC1/PRKCD/MYO10/CYFIP1/CORO1C/WAS/ARHGAP24/ARAP1/RHOG/PLEKHM1/LIMK2/CDC42EP1/CDKL5/NDEL1/CDC42EP4/CDC42EP3/NEURL1/DEF8/TRPM2/F2RL1	28	PPI_node
GO:0046849	GO:0046849	bone remodeling	16/1376	89/18903	0.000632743427490045	0.00633849622293349	0.00452142570655842	TGFB1/NOTCH2/RAB7A/SYK/SPP1/CSK/ADAM8/RAB3D/PLEKHM1/TCIRG1/TNFRSF11A/LRRK1/DEF8/EXT1/SNX10/RASSF2	16	PPI_node
GO:0051156	GO:0051156	glucose 6-phosphate metabolic process	8/1376	28/18903	0.000642916860571868	0.00637377148603153	0.00454658853316073	TALDO1/TKT/G6PD/HK2/PGAM1/HK3/PGD/PGLS	8	PPI_node
GO:0045628	GO:0045628	regulation of T-helper 2 cell differentiation	5/1376	11/18903	0.000646275956960614	0.00637377148603153	0.00454658853316073	NLRP3/BCL6/RARA/IL4R/HLX	5	PPI_node
GO:0061314	GO:0061314	Notch signaling involved in heart development	5/1376	11/18903	0.000646275956960614	0.00637377148603153	0.00454658853316073	NOTCH1/JAG1/NOTCH2/HEY1/RBPJ	5	PPI_node
GO:0071394	GO:0071394	cellular response to testosterone stimulus	5/1376	11/18903	0.000646275956960614	0.00637377148603153	0.00454658853316073	IGF1R/NCF1/SPP1/MSN/NCOA4	5	PPI_node
GO:0048661	GO:0048661	positive regulation of smooth muscle cell proliferation	17/1376	98/18903	0.000665386600101568	0.00649985658146626	0.00463652853969569	TLR4/IGF1R/MFN2/TGFB1/CYBA/GNAI2/IL6R/MAP3K5/TGFBR2/CCL5/MYD88/PTGS2/MMP9/GNAI3/PTAFR/PDGFD/ZNF143	17	PPI_node
GO:0110148	GO:0110148	biomineralization	26/1376	181/18903	0.000665866634087382	0.00649985658146626	0.00463652853969569	RXRA/NOTCH1/SBNO2/TGFB1/CEBPB/HEY1/VDR/ALOX5/SPP1/PTGS2/FBN2/ADORA2A/FGR/SRGN/TUFT1/SLC8A1/SGMS2/NBR1/ATP2B1/SLC24A4/TCIRG1/BMP2K/FAM20A/TSPEAR/SNX10/FAM20C	26	PPI_node
GO:0006023	GO:0006023	aminoglycan biosynthetic process	15/1376	81/18903	0.000669984985302991	0.00652893531596282	0.00465727121004567	TGFB1/B3GAT1/CHSY1/CHST11/CHST15/B3GNT7/B4GALT5/ST3GAL6/ST3GAL2/NDST1/DSE/CSGALNACT1/CHST13/EXT1/HYAL1	15	PPI_node
GO:0006022	GO:0006022	aminoglycan metabolic process	21/1376	134/18903	0.000678842061825625	0.00658345582449203	0.00469616220565859	TGFB1/GLB1/GNS/B3GAT1/CHSY1/CHST11/CHST15/B3GNT7/B4GALT5/ST3GAL6/ST3GAL2/CLN6/CHIT1/HYAL2/NDST1/DSE/CSGALNACT1/CHST13/EXT1/CTBS/HYAL1	21	PPI_node
GO:0051767	GO:0051767	nitric-oxide synthase biosynthetic process	7/1376	22/18903	0.000687069211700913	0.00658345582449203	0.00469616220565859	TLR4/NAMPT/LRRK2/NOD2/TLR9/MAP2K4/JAK3	7	PPI_node
GO:0072574	GO:0072574	hepatocyte proliferation	7/1376	22/18903	0.000687069211700913	0.00658345582449203	0.00469616220565859	GLI1/NOTCH2/CEBPB/CFLAR/RPS6KA1/CEACAM1/TGFA	7	PPI_node
GO:0072575	GO:0072575	epithelial cell proliferation involved in liver morphogenesis	7/1376	22/18903	0.000687069211700913	0.00658345582449203	0.00469616220565859	GLI1/NOTCH2/CEBPB/CFLAR/RPS6KA1/CEACAM1/TGFA	7	PPI_node
GO:1990840	GO:1990840	response to lectin	7/1376	22/18903	0.000687069211700913	0.00658345582449203	0.00469616220565859	PAK1/SYK/LYN/TYROBP/CLEC7A/PAK2/PLCG2	7	PPI_node
GO:1990858	GO:1990858	cellular response to lectin	7/1376	22/18903	0.000687069211700913	0.00658345582449203	0.00469616220565859	PAK1/SYK/LYN/TYROBP/CLEC7A/PAK2/PLCG2	7	PPI_node
GO:0050654	GO:0050654	chondroitin sulfate proteoglycan metabolic process	9/1376	35/18903	0.000697990441848583	0.006632645492193	0.00473125056419315	B3GAT1/CHSY1/CHST11/CHST15/DSE/CSGALNACT1/CHST13/EXT1/HYAL1	9	PPI_node
GO:0008637	GO:0008637	apoptotic mitochondrial changes	18/1376	108/18903	0.00076639795658421	0.00717558871115609	0.00511854706813982	BCL2L1/HK2/SOD2/PPIF/TNFSF10/ATG3/GSK3B/PLAUR/HSPA1A/BCL2L11/MMP9/ARRB2/BID/BBC3/BNIP3L/NOL3/GSK3A/MUL1	18	PPI_node
GO:0016311	GO:0016311	dephosphorylation	43/1376	357/18903	0.00078169874488474	0.00728314440356026	0.00519526953596482	CTDP1/PTPRC/PTEN/TGFB1/IQGAP1/GNAI2/GSK3B/PPP1R9B/PRKCD/SSH2/LILRB2/BOD1L1/TNS3/PPP3R1/PPP3CA/CD33/PTPN6/PTP4A3/DAPP1/PPP2R5A/FKBP1A/INPP5A/CNEP1R1/DUSP3/PPP4C/CTDSP2/CD300A/MTMR6/MTMR3/MTMR14/PPP4R1/SSH3/CHP1/PTPRJ/PPM1H/PPM1F/DUSP18/PTPRE/DUSP6/MTMR11/PPM1D/PPM1J/PPM1M	43	PPI_node
GO:0106027	GO:0106027	neuron projection organization	16/1376	91/18903	0.000813963543171796	0.00755917520644148	0.00539216998743681	IGF1R/CDC42/PTEN/ARF1/DBN1/LRRK2/BAIAP2/GSK3B/PSEN1/DLG4/CFL1/NEDD9/ZNF804A/EPHB1/EFNA1/SIPA1L1	16	PPI_node
GO:0019076	GO:0019076	viral release from host cell	8/1376	29/18903	0.00083174005742284	0.00768688795005303	0.005483271040701	TSG101/RAB7A/CHMP1A/VAPA/CHMP4B/TRIM25/CHMP2A/VPS37B	8	PPI_node
GO:0035891	GO:0035891	exit from host cell	8/1376	29/18903	0.00083174005742284	0.00768688795005303	0.005483271040701	TSG101/RAB7A/CHMP1A/VAPA/CHMP4B/TRIM25/CHMP2A/VPS37B	8	PPI_node
GO:0031214	GO:0031214	biomineral tissue development	25/1376	174/18903	0.00083397976034475	0.00769517556646605	0.00548918282806791	RXRA/NOTCH1/SBNO2/TGFB1/CEBPB/HEY1/VDR/ALOX5/SPP1/PTGS2/FBN2/FGR/SRGN/TUFT1/SLC8A1/SGMS2/NBR1/ATP2B1/SLC24A4/TCIRG1/BMP2K/FAM20A/TSPEAR/SNX10/FAM20C	25	PPI_node
GO:0070507	GO:0070507	regulation of microtubule cytoskeleton organization	23/1376	155/18903	0.000845207545818533	0.00777373874404526	0.00554522412843349	MAPRE3/PAK1/FGF13/GSK3B/SNCA/RAC1/HSPA1B/HSPA1A/RHOA/PSRC1/CHMP1A/CHMP4B/ARHGEF2/MARK2/MID1IP1/SKA3/TACC3/TRPV4/EFNA5/BICD2/GPSM2/CHMP2A/FES	23	PPI_node
GO:0051960	GO:0051960	regulation of nervous system development	52/1376	456/18903	0.000852501644478675	0.00782826029304937	0.00558411586624611	NOTCH1/PTEN/SMARCD3/TGFB1/DBN1/TWF2/CTNNA1/BAIAP2/PRMT5/FGF13/ULK1/PSEN1/HEY1/E2F1/GLI3/MME/LYN/SPP1/ITGAX/MBP/CYFIP1/RTN4/TNFRSF1B/PPP3CA/RARA/SORL1/TIAM2/SLITRK4/PLXNB2/CDKL5/PLXNC1/DRD3/EFNA5/DISC1/IFRD1/CUX1/ID1/NDEL1/NUMB/SEMA4A/PLXNA2/NEURL1/EPHB1/TYMP/KIAA0319/DIP2B/RGS14/SEMA4B/SPINT1/SEMA6B/IL1RAP/RAPGEF2	52	PPI_node
GO:0043200	GO:0043200	response to amino acid	19/1376	118/18903	0.000856893918059812	0.00784345391450914	0.00559495389915293	IGF1R/BCL2L1/CYBA/CEBPB/BAIAP2/LYN/MYD88/CYBB/RHOA/RRAGC/CPEB4/F7/RRAGD/TMBIM6/LAMTOR4/NEURL1/KCNB1/UBR2/PDGFD	19	PPI_node
GO:0031345	GO:0031345	negative regulation of cell projection organization	27/1376	194/18903	0.000868991062187405	0.00793679596398112	0.00566153738001997	PTEN/LRRK2/FGF13/ULK1/PSEN1/SPP1/MBP/VIM/PRKCD/RHOA/RTN4/ARHGAP24/DENND5A/PPP3CA/LIMK2/LPAR1/TRPV4/IFRD1/GSK3A/ID1/SEMA4A/EFNA1/KIAA0319/DIP2B/SEMA4B/SEMA6B/RAPGEF2	27	PPI_node
GO:0033280	GO:0033280	response to vitamin D	9/1376	36/18903	0.000871246886796531	0.00793679596398112	0.00566153738001997	RXRA/VDR/SPP1/PTGS2/ATP2B1/MN1/TRIM25/FES/TPCN2	9	PPI_node
GO:0050818	GO:0050818	regulation of coagulation	14/1376	75/18903	0.00092168567591519	0.00829152029789478	0.00591457211660245	ABAT/ANXA5/CD36/PSEN1/PLAUR/PLAU/NFE2L2/PRKCD/CEACAM1/SH2B3/F7/THBD/F12/F2RL1	14	PPI_node
GO:0000422	GO:0000422	autophagy of mitochondrion	16/1376	93/18903	0.00103754937799357	0.00912653322462022	0.00651021006911001	MFN2/FUNDC2/HK2/GABARAPL2/MAP1LC3B/ATG3/GABARAP/CAMKK2/ULK1/ATG7/SQSTM1/MARK2/MAP1LC3B2/BNIP3L/GSK3A/MUL1	16	PPI_node
GO:0140052	GO:0140052	cellular response to oxidised low-density lipoprotein particle stimulus	5/1376	12/18903	0.00104166714291477	0.00912653322462022	0.00651021006911001	CD68/TLR4/CD36/TLR6/MYD88	5	PPI_node
GO:0051346	GO:0051346	negative regulation of hydrolase activity	44/1376	373/18903	0.0010496536408701	0.00918246620181023	0.00655010861791662	GAPDH/LRP1/PLIN5/RAF1/TIMP2/LRRK2/GNAI2/GSK3B/SNCA/PLAUR/SERPINA1/FURIN/EGLN1/PPP1R9B/RPS6KA1/PTGS2/MMP9/ADORA2A/ARRB2/NAIP/BOD1L1/GZMA/CR1/APLP2/SORT1/SORL1/TNFSF14/PICALM/GMIP/PAK2/CPAMD8/FKBP1A/TMBIM6/FNIP1/NOL3/COL7A1/RENBP/CHP1/SERPINB1/CPEB2/F11R/CSTB/SPINT1/SPINT2	44	PPI_node
GO:0061025	GO:0061025	membrane fusion	25/1376	177/18903	0.00107070293529755	0.00933809409323437	0.00666112232277562	VAMP3/CORO1A/RAB7A/SNCA/RAB34/CHMP1A/GNAI3/DYSF/VAPA/CHMP4B/SNAP23/PLEKHM1/STX3/STX12/STX10/CHMP2A/STX11/CHP1/HYAL2/TOM1/FOLR3/NSFL1C/GCA/UBXN2B/VPS8	25	PPI_node
GO:0000910	GO:0000910	cytokinesis	26/1376	187/18903	0.00108825882305	0.00946240220952432	0.00674979476064718	IGF1R/CDC42/BCL2L1/RAB35/ARF1/SH3GLB1/RHOB/SVIL/ANXA11/RHOA/CFL1/SNX18/UNC119/KIF13A/EXOC6/AHCTF1/CHMP1A/CHMP4B/ARL3/DRD3/KIF4A/PLK3/MRGPRX2/KLHDC8B/CHMP2A/KLHL21	26	PPI_node
GO:0060193	GO:0060193	positive regulation of lipase activity	13/1376	68/18903	0.00110138893210077	0.0094832165975739	0.00676464224274446	NR1H2/ABHD5/PLIN5/GNAQ/CCL5/RHOA/S1PR4/LPAR1/LPAR2/C5AR1/AVPR1B/PTAFR/RASGRP4	13	PPI_node
GO:0001503	GO:0001503	ossification	49/1376	429/18903	0.00114413716078815	0.00979956043545008	0.0069902991036746	RXRA/GLI1/MAPK3/NOTCH1/SBNO2/HDAC7/TGFB1/MAPK14/JAG1/CEBPB/GSK3B/RBPJ/IL6R/VDR/GLI3/ALOX5/SPP1/PTGS2/MMP9/RHOA/PDLIM7/VCAN/FBN2/ADAR/FGR/SRGN/TUFT1/PPP3CA/SLC8A1/SORT1/CLEC5A/PRKACA/JUND/CLIC1/SGMS2/NBR1/ATP2B1/TCIRG1/OSTF1/CHSY1/MN1/JUNB/BMP2K/TNFRSF11A/EXT1/SNX10/ESRRA/FAM20C/RASSF2	49	PPI_node
GO:0048638	GO:0048638	regulation of developmental growth	40/1376	332/18903	0.00116326292266445	0.00993367592677689	0.00708596741502244	GLI1/CTDP1/STAT3/NOTCH1/PTEN/G6PD/MAPK14/DBN1/STAT5B/TWF2/FGF13/ULK1/GSK3B/STAT5A/RBPJ/TGFBR2/SPP1/BCL2L11/CYFIP1/RTN4/SPAG9/CDKL5/EFNA5/ATP8A2/DISC1/IFRD1/GSK3A/NDEL1/MUL1/SEMA4A/KIAA0319/SYT2/DIP2B/SEMA4B/DUSP6/SEMA6B/LATS2/HLX/WWC3/STK3	40	PPI_node
GO:0051923	GO:0051923	sulfation	7/1376	24/18903	0.00122605292855214	0.0103453359297234	0.00737961594840012	CHSY1/NDST1/SULT1A4/EXT1/SULT1A1/TPST1/SULT1B1	7	PPI_node
GO:0060263	GO:0060263	regulation of respiratory burst	6/1376	18/18903	0.00127378064176569	0.0106086672635427	0.0075674575152634	GRN/RAC2/NCF1/RAC1/CLEC7A/CAMK1D	6	PPI_node
GO:0045732	GO:0045732	positive regulation of protein catabolic process	28/1376	209/18903	0.00127816650268996	0.0106297446450123	0.00758249259788424	LRP1/RAB7A/LRRK2/GABARAP/GSK3B/PSEN1/ATG7/HSPA1B/FURIN/HSPA1A/NFE2L2/MSN/ADAM8/ADAM9/TNFRSF1B/SORL1/BCAP31/GSK3A/PLK3/EGLN2/CBFA2T3/TRIB1/FBXL5/SH3RF3/RNF19B/RNF144B/OAZ2/ZER1	28	PPI_node
GO:0016485	GO:0016485	protein processing	32/1376	250/18903	0.00130444493940128	0.0108168878477125	0.00771598705110085	LPCAT3/ENO1/LRRK2/FADD/PSEN1/PLAUR/PLAU/FURIN/CASP4/GLI3/MME/APAF1/PGK1/GSN/ADAM19/ADAM8/NCSTN/SRGN/CTSS/CTSZ/CPD/PRKACA/F7/ASPH/NOL3/C1RL/THBD/PISD/HM13/CPM/ECE1/F12	32	PPI_node
GO:0070555	GO:0070555	response to interleukin-1	21/1376	141/18903	0.0013262236222081	0.010918478958696	0.0077884548170509	MAPK3/CYBA/HDAC4/CEBPB/SNCA/IL1R1/CCL5/MYD88/UPF1/CAMP/SIRPA/IL1RN/MAPK13/IRAK3/IL1RL2/TNFRSF11A/TOLLIP/LGALS9/HYAL2/USP10/HYAL1	21	PPI_node
GO:0140115	GO:0140115	export across plasma membrane	14/1376	78/18903	0.00137234306473725	0.0112496792002066	0.00802470916403093	ABCG2/SLC29A4/ATP7B/SLC40A1/SLC9A1/SLC8A1/KCNQ1/RALBP1/ATP2B1/SLC24A4/SLC22A18/KCNB1/KCNE3/KCND3	14	PPI_node
GO:0051146	GO:0051146	striated muscle cell differentiation	36/1376	293/18903	0.00141765124529537	0.0115879338595471	0.00826599562351818	CTDP1/NOTCH1/EHD1/G6PD/TGFB1/HDAC5/MAPK14/SLC9A1/HDAC4/CFLAR/FLII/RBPJ/YBX1/FLOT1/ADAMTS5/ARRB2/TMOD1/CD53/ALPK3/PPP3CA/RARA/SLC8A1/SORT1/TNFSF14/SPAG9/DOCK5/MAP2K4/STAC3/ATP11A/KDM6B/GSK3A/PRKAR1A/PLEKHO1/IL4R/MESP1/RBM38	36	PPI_node
GO:0031647	GO:0031647	regulation of protein stability	39/1376	325/18903	0.00143350261047995	0.0116817149370299	0.0083328922752801	GAPDH/PTEN/LAMP1/TBL1X/SH3GLB1/GRN/GNAQ/LRRK2/HIP1/SNCA/HSPA1B/FLOT2/FLOT1/LAMP2/HSPA1A/PRKCD/POLR2E/PFDN4/GSN/RTN4/TYROBP/USP4/RNF149/UBE2B/ASPH/STX12/CTSA/B4GALT5/MUL1/EFNA1/CMTM6/DPM2/CHP1/MFSD1/DAZAP2/TRIM21/INSC/STK3/RASSF2	39	PPI_node
GO:0014910	GO:0014910	regulation of smooth muscle cell migration	15/1376	87/18903	0.001437279062933	0.0116817149370299	0.0083328922752801	LRP1/TLR4/CYP1B1/ABHD2/S100A11/PLAU/CCL5/NFE2L2/RHOA/CRK/SORL1/DOCK5/LPAR1/TRIB1/PDGFD	15	PPI_node
GO:0099175	GO:0099175	regulation of postsynapse organization	15/1376	87/18903	0.001437279062933	0.0116817149370299	0.0083328922752801	PTEN/DBN1/LRRK2/BAIAP2/EGLN1/CFL1/ARHGAP22/LILRB2/NEDD9/CDKL5/ZNF804A/EFNA1/SIPA1L1/LRFN2/IL1RAP	15	PPI_node
GO:0051607	GO:0051607	defense response to virus	37/1376	304/18903	0.00145518602450609	0.011764136135129	0.008391685609021	BCL2L1/PTPRC/IRF1/FADD/TLR8/MX2/ATG7/AIM2/RNASEL/TLR9/ITGAX/MYD88/IRF2/RNF135/ADAR/ZNFX1/APOBEC3A/IFITM2/LYST/NLRX1/TBKBP1/FGL2/UNC93B1/UNC13D/DNAJC3/BNIP3L/MUL1/TRIM25/HYAL2/IL10RB/IFNGR2/DDX60L/F2RL1/TRIM21/IFNAR2/TRIM8/SEC14L1	37	PPI_node
GO:0043627	GO:0043627	response to estrogen	13/1376	70/18903	0.0014556322024095	0.011764136135129	0.008391685609021	SRA1/CTNNA1/GLI3/MME/TGFBR2/ARPC1B/RARA/ARID5A/F7/WBP2/TRIM25/IL4R/NCOA4	13	PPI_node
GO:0002526	GO:0002526	acute inflammatory response	18/1376	114/18903	0.00145782112270055	0.0117652324409495	0.0083924676344644	CEBPB/CXCR2/NLRP3/SERPINA1/S100A8/IL6R/CD163/PTGS2/ADAM8/OSM/HLA-E/ALOX5AP/PRCP/FCGR1A/TREM1/TNFRSF11A/EXT1/F12	18	PPI_node
GO:0097178	GO:0097178	ruffle assembly	10/1376	46/18903	0.00146798826246466	0.0118069743549004	0.00842224330303632	ICAM1/RAC1/CYFIP1/CORO1C/ARHGAP24/RHOG/PLEKHM1/NDEL1/DEF8/SNX10	10	PPI_node
GO:0001101	GO:0001101	response to acid chemical	20/1376	133/18903	0.0015157131919902	0.012096151239699	0.00862852122049253	IGF1R/BCL2L1/CYBA/CEBPB/BAIAP2/LYN/MYD88/CYBB/RHOA/RRAGC/CPEB4/SIPA1/F7/RRAGD/TMBIM6/LAMTOR4/NEURL1/KCNB1/UBR2/PDGFD	20	PPI_node
GO:0046164	GO:0046164	alcohol catabolic process	11/1376	54/18903	0.00152249517372716	0.012116524090912	0.00864305374207977	ALDH3B1/CYP27A1/PTEN/GK/SCARF1/NTSR1/INPP5A/SULT1A4/SULT1A1/SRD5A3/SULT1B1	11	PPI_node
GO:0033028	GO:0033028	myeloid cell apoptotic process	9/1376	39/18903	0.00160965723454917	0.0125147027869291	0.00892708568414544	PTEN/MAEA/STAT5B/NOD2/CXCR2/PIK3CD/CLEC5A/HCAR2/PLEKHO2	9	PPI_node
GO:0023061	GO:0023061	signal release	52/1376	470/18903	0.00166468849154595	0.012890087914268	0.00919485833950629	ABAT/GLUL/PPT1/ACSL4/RAB5A/TCF7L2/RAF1/LRRK2/GSK3B/PSEN1/SNCA/SYK/ALOX5/LYN/CCL5/SPP1/PTGS2/OSM/ADM/ADORA2A/P2RX1/PNKD/RAB11FIP1/RAB1A/PPP3CA/STXBP2/PIM3/IL1RN/KCNQ1/SNAP23/CTBP2/DRD3/HCAR2/MCTP2/MCTP1/STX3/TRPV4/TCIRG1/EFNA5/HFE/LIN7A/KLF7/TNFRSF11A/SYT2/STX11/DNAJC5/CYB5R4/TRPM2/KCNB1/F2RL1/SLC8B1/MIDN	52	PPI_node
GO:0042113	GO:0042113	B cell activation	41/1376	350/18903	0.00174056464450369	0.0132837201736983	0.00947564718186286	TLR4/PTPRC/PTEN/TGFB1/HDAC5/SPI1/NOTCH2/HDAC4/STAT5B/NOD2/RBPJ/PIK3CD/BCL6/SYK/LYN/TLR9/PRKCD/TYROBP/AKIRIN2/MNDA/LAPTM5/SKAP2/TNFSF13/CR1/NFAM1/PTPN6/HHEX/TCIRG1/FNIP1/IL4I1/BCL3/PELI1/PLCG2/JAK3/BST1/LAT2/CD300A/THEMIS2/PTPRJ/ZFP36L1/SLC15A4	41	PPI_node
GO:0090199	GO:0090199	regulation of release of cytochrome c from mitochondria	10/1376	47/18903	0.00174506292639823	0.0132837201736983	0.00947564718186286	BCL2L1/PPIF/TNFSF10/PLAUR/BCL2L11/MMP9/ARRB2/BID/BBC3/NOL3	10	PPI_node
GO:0043525	GO:0043525	positive regulation of neuron apoptotic process	11/1376	55/18903	0.00178012073415828	0.0134743616997714	0.00961163708647234	GRN/FOXO3/DDIT3/BCL2L11/ITGAM/MCL1/RHOA/TYROBP/MAP3K11/MAP2K4/GSK3A	11	PPI_node
GO:0000302	GO:0000302	response to reactive oxygen species	27/1376	204/18903	0.00184711429419115	0.0139262696127833	0.00993399557388398	MAPK3/CYP1B1/CD36/SOD2/PPIF/PXN/RHOB/NCF1/LRRK2/CAMKK2/MAP3K5/NFE2L2/FOXO3/PRKCD/MMP9/ADAM9/SLC8A1/SIRPA/CRK/KDM6B/MAPK13/PLK3/HYAL2/TRPM2/HYAL1/PDGFD/OSER1	27	PPI_node
GO:0045861	GO:0045861	negative regulation of proteolysis	41/1376	352/18903	0.00193602602789694	0.0145392256092391	0.0103712341399239	GAPDH/LRP1/NR1H2/GABARAPL2/RAF1/TIMP2/LRRK2/PSEN1/SNCA/PLAUR/SERPINA1/PLAU/FURIN/RPS6KA1/PTGS2/MMP9/ADORA2A/ARRB2/NAIP/CR1/SDCBP/APLP2/SORL1/TNFSF14/CTSZ/PICALM/PAK2/CPAMD8/FNIP1/HFE/NOL3/EFNA1/COL7A1/RENBP/SERPINB1/CSTB/RYBP/SPINT1/TRIM21/SPINT2/N4BP1	41	PPI_node
GO:0050803	GO:0050803	regulation of synapse structure or activity	28/1376	215/18903	0.00195954546072582	0.0146773797254365	0.0104697833147552	PTEN/PPT1/MAPK14/DBN1/LRRK2/TUBA1A/BAIAP2/SNCA/EGLN1/CYFIP1/RHOA/CFL1/ARHGAP22/LILRB2/NEDD9/SLITRK4/CDKL5/EFNA5/ZNF804A/DISC1/SEMA4A/NEURL1/EPHB1/EFNA1/NTNG2/SIPA1L1/LRFN2/IL1RAP	28	PPI_node
GO:0009308	GO:0009308	amine metabolic process	18/1376	117/18903	0.00196669532248168	0.0147117026081202	0.0104942667819106	ABAT/AOC2/AOC3/SLC29A4/SNCA/ITGB2/ITGAM/SLC7A7/PNKD/SAT1/DRD3/BCKDK/IL4I1/GDPD3/SULT1A4/SULT1A1/OAZ2/SULT1B1	18	PPI_node
GO:1901654	GO:1901654	response to ketone	27/1376	205/18903	0.00198355035785039	0.0148184400918941	0.0105704055987553	IGF1R/CYP1B1/BCL2L1/ABHD2/TGFB1/CYBA/CBL/NCF1/CFLAR/SGK1/PPP1R9B/SPP1/MBP/FOXO3/CYBB/MSN/ADAM15/CDA/GNB1/GLB1/PTAFR/F7/ATP2B1/EFNA5/WBP2/NCOA4/F5	27	PPI_node
GO:0044106	GO:0044106	cellular amine metabolic process	17/1376	108/18903	0.00201636344388435	0.0149466526952876	0.0106618632159092	ABAT/AOC2/SLC29A4/SNCA/ITGB2/ITGAM/SLC7A7/PNKD/SAT1/DRD3/BCKDK/IL4I1/GDPD3/SULT1A4/SULT1A1/OAZ2/SULT1B1	17	PPI_node
